Subject,Title,Institution,Learning Product,Level,Duration,Gained Skills,Rate,Reviews,Data_Source
Computer Science,برمج بنفسك! مقدمة حول البرمجة,The University of Edinburgh,Course,Mixed,1 - 3 Months,"Software Engineering, Programming Principles, Software Development, Software Design, Event-Driven Programming, Computer Programming, Software Documentation, Software Testing, Computational Thinking, Algorithms, Debugging",3.8,88,Curated
Data Science,Data Visualization,University of Illinois Urbana-Champaign,Course,Mixed,1 - 3 Months,"Data Visualization, Data Visualization Software, Data Presentation, Interactive Data Visualization, Data Storytelling, Dashboard, Visualization (Computer Graphics), Tableau Software, Plot (Graphics), Graphing",4.7,1100,Curated
Business,Forecasting Financial Statements & Valuation for Accountants,University of Illinois Urbana-Champaign,Course,Intermediate,1 - 3 Months,"Financial Forecasting, Financial Statement Analysis, Business Valuation, Financial Statements, Financial Reporting, Cash Flow Forecasting, Financial Analysis, Financial Modeling, Balance Sheet, Generally Accepted Accounting Principles (GAAP), Income Statement, Trend Analysis, Corporate Finance",4.6,188,Curated
Business,FinTech Law and Policy,Duke University,Course,Beginner,1 - 3 Months,"FinTech, Financial Regulation, Mobile Banking, Financial Services, Payment Systems, Financial Regulations, Bank Regulations, Banking, Banking Services, Consumer Lending, Blockchain, General Lending, Law, Regulation, and Compliance, Payment Processing, Digital Assets, Regulatory Requirements, Regulation and Legal Compliance",4.8,3600,Curated
Data Science,"Custom Models, Layers, and Loss Functions with TensorFlow",DeepLearning.AI,Course,Intermediate,1 - 3 Months,"Tensorflow, Deep Learning, Keras (Neural Network Library), Artificial Neural Networks, Artificial Intelligence and Machine Learning (AI/ML), Network Model, Network Architecture, Machine Learning",4.3,1700,Curated
Computer Science,"Python Basic Structures: Lists, Strings, and Files",Codio,Course,Beginner,1 - 4 Weeks,"Computer Programming, Programming Principles, Data Import/Export, Data Structures, Python Programming, File Management",5.0,6,Curated
Computer Science,Introduction to Accessible Web Development,Coursera Project Network,Guided Project,Intermediate,Less Than 2 Hours,"Web Content Accessibility Guidelines, User Interface (UI), Usability, Hypertext Markup Language (HTML), Front-End Web Development, UI Components, HTML and CSS, Semantic Web, Cascading Style Sheets (CSS)",4.7,157,Curated
Business,CVS Health Retail Customer Service,CVS Health,Professional Certificate,Beginner,3 - 6 Months,"Active Listening, De-escalation Techniques, Greeting Customers, Customer Service, Empathy, Cross Selling, Retail Sales, Call Center Experience, Transaction Processing, Verbal Communication Skills, Upselling, Retail Store Operations, Customer Complaint Resolution, Product Knowledge, Team Oriented, Cash Register Operation, Problem Solving, Time Management, Conflict Management, Interpersonal Communications",4.6,1400,Curated
Data Science,Prepare Data for Exploration,Google,Course,Beginner,1 - 3 Months,"Data Ethics, Data Analysis, Data Security, Google Sheets, Databases, Data Storage, Data Quality, Data Integrity, Data Management, Data Collection, Data Manipulation, Relational Databases, SQL, Metadata Management, Unstructured Data",4.8,22000,Curated
Business,Marketing Analytics,University of Virginia,Course,Beginner,1 - 3 Months,"Marketing Analytics, Marketing Effectiveness, Marketing Strategies, Regression Analysis, Data-Driven Decision-Making, Brand Management, Resource Allocation, Customer Insights, Predictive Analytics, Statistical Analysis, A/B Testing, Consumer Behaviour, Return On Investment",4.7,357,Curated
Computer Science,Introduction to Python,Coursera Project Network,Guided Project,Beginner,Less Than 2 Hours,"Data Science, Web Development, Python Programming, Programming Principles, Artificial Intelligence, Computer Programming, Application Development, Scientific Visualization",4.5,2100,Curated
Data Science,Machine Learning Using SAS Viya,SAS,Course,Intermediate,1 - 3 Months,"Supervised Learning, Decision Tree Learning, Applied Machine Learning, Predictive Modeling, Feature Engineering, SAS (Software), Machine Learning, Data Analysis, Artificial Neural Networks, Data Cleansing, Predictive Analytics, Statistical Programming, Performance Tuning",4.4,92,Curated
Business,Payroll & HR Management,Tally Education and Distribution Services Private Limited,Course,Intermediate,1 - 4 Weeks,"Payroll, Payroll Systems, Payroll Administration, Payroll Processing, Payroll Tax, Payroll Reporting, Income Tax, Human Resources Software, Accounting Software, Tax Compliance, Tax Laws",4.2,28,Curated
Data Science,Recommender Systems:  Evaluation and Metrics,University of Minnesota,Course,Mixed,1 - 3 Months,"Decision Support Systems, Business Metrics, Performance Metric, Data Collection, Performance Measurement, Benchmarking, Usability Testing, A/B Testing, Analysis, Predictive Analytics, Statistical Methods, User Research",4.3,1200,Curated
Computer Science,Trees and Graphs: Basics,University of Colorado Boulder,Course,Advanced,1 - 4 Weeks,"Graph Theory, Data Structures, Algorithms, Theoretical Computer Science, Analysis, Computational Thinking, Network Analysis, Computer Programming",3.8,107,Curated
Computer Science,Functional Programming Principles in Scala (Scala 2 version),École Polytechnique Fédérale de Lausanne,Course,Intermediate,1 - 3 Months,"Scala Programming, Programming Principles, Data Structures, Functional Design, Object Oriented Programming (OOP), Software Design Patterns, Computer Programming, Algorithms",4.2,42,Curated
Business,Tools and Techniques for Managing Stress,Starweaver,Course,Beginner,1 - 4 Weeks,"Negotiation, Influencing, Stakeholder Management, Analytical Skills, Leadership, Conflict Management, Collaboration, Team Leadership, Teamwork, Communication, Critical Thinking, Decision Making, Relationship Building, Problem Solving",4.4,2900,Curated
Data Science,Researcher's guide to omic fundamentals,Fred Hutchinson Cancer Center,Course,Intermediate,1 - 3 Months,"Bioinformatics, Data Processing, Data Analysis, Exploratory Data Analysis, Statistical Analysis, Metadata Management, R Programming, Scientific Methods, Data Management, Data Quality",4.4,397,Curated
Computer Science,Introduction to Java,LearnQuest,Course,Beginner,1 - 4 Weeks,"Java, Java Programming, Software Installation, Programming Principles, Computer Programming, Object Oriented Programming (OOP), Development Environment",4.8,5300,Curated
Computer Science,"Excel/VBA for Creative Problem Solving, Part 2",University of Colorado Boulder,Course,Intermediate,1 - 4 Weeks,"Excel Macros, Visual Basic (Programming Language), Data Import/Export, Programming Principles, Spreadsheet Software, UI Components, User Interface (UI), Automation, Debugging, Data Validation",4.3,1200,Curated
Information Technology,Vector Database Fundamentals,IBM,Specialization,Intermediate,1 - 4 Weeks,"MongoDB, NoSQL, Databases, PostgreSQL, Relational Databases, SQL, Applied Machine Learning, Database Management Systems, Artificial Intelligence, Database Architecture and Administration, Database Management, Natural Language Processing, Apache Cassandra, Text Mining, Node.JS, Image Analysis, Data Import/Export, Unstructured Data, Data Processing, Data Storage Technologies",4.4,917,Curated
Information Technology,Introduction to Clinical Data Science,University of Colorado System,Course,Intermediate,1 - 4 Weeks,"Tidyverse (R Package), Clinical Data Management, R Programming, Google Cloud Platform, Data Ethics, Data Science, Health Information Management and Medical Records, Electronic Medical Record, Information Privacy, Data Manipulation, SQL, Relational Databases",4.7,1100,Curated
Information Technology,Business Analytics,University of Pennsylvania,Specialization,Beginner,3 - 6 Months,"People Analytics, Data-Driven Decision-Making, Business Analytics, Descriptive Analytics, Business Intelligence, Human Resource Strategy, Financial Data, Marketing Analytics, Analytics, Talent Management, Financial Analysis, Predictive Analytics, Human Resources Management and Planning, Peer Review, Business Analysis, Financial Statement Analysis, Financial Forecasting, Customer Insights, Workforce Planning, Demand Planning",4.6,18000,Curated
Business,Gestión de organizaciones efectivas,Pontificia Universidad Católica de Chile,Course,Mixed,1 - 3 Months,"Organizational Change, Organizational Structure, Organizational Strategy, Change Management, Business Strategy, Organizational Effectiveness, Business Transformation, Strategic Thinking, Strategic Decision-Making, Innovation, Technology Strategies, Emerging Technologies, Decision Making",4.3,258,Curated
Business,Business Analysis: Project and Stakeholder Management,SkillUp EdTech,Course,Beginner,1 - 3 Months,"Growth Mindedness, Lifelong Learning, Positivity, Overcoming Obstacles, Professional Development, Persistence, Organizational Change, Employee Engagement, Constructive Feedback, Adaptability, Resilience, Personal Development, Leadership Development, Self-Awareness, Collaboration, Continuous Improvement Process",4.1,50,Curated
Information Technology,The Unix Workbench,Johns Hopkins University,Course,Beginner,1 - 3 Months,"GitHub, Unix, Git (Version Control System), Unix Commands, Version Control, Bash (Scripting Language), Command-Line Interface, Cloud Computing, Shell Script, Linux, Mac OS, Scripting, File Management",4.7,3200,Curated
Data Science,"Data Science with NumPy, Sets, and Dictionaries",Duke University,Course,Beginner,1 - 4 Weeks,"NumPy, Data Structures, Data Analysis, Object Oriented Programming (OOP), Image Analysis, Data Science, Text Mining, Algorithms, Data Manipulation, Performance Tuning, Python Programming",2.9,13,Curated
Business,Marketing Digital,Universidade de São Paulo,Course,Beginner,1 - 3 Months,"Search Engine Marketing, Digital Marketing, Email Marketing, Marketing Strategies, Search Engine Optimization, Google Analytics, A/B Testing, Marketing Effectiveness, Advertising Campaigns, Web Analytics, Facebook, Marketing Channel, Advertising, Marketing Analytics, Return On Investment, Performance Measurement",4.8,627,Curated
Business,Introduction to Project Management,IBM,Course,Beginner,1 - 3 Months,"Stakeholder Management, IT Management, Project Management, Project Coordination, Agile Project Management, Project Management Life Cycle, Relationship Management, Agile Methodology, Risk Management, Interpersonal Communications, Communication",4.9,506,Curated
Computer Science,Introduction to Augmented Reality and ARCore,Google AR & VR,Course,Beginner,1 - 4 Weeks,"Augmented Reality, Augmented and Virtual Reality (AR/VR), Virtual Reality, Virtual Environment, Software Design, Mobile Development, User Experience, Computer Vision, User Interface and User Experience (UI/UX) Design, User Flows",4.7,13000,Curated
Data Science,Advanced Learning Algorithms,DeepLearning.AI,Course,Beginner,1 - 4 Weeks,"Classification And Regression Tree (CART), Machine Learning Algorithms, Machine Learning, Data Ethics, Decision Tree Learning, Tensorflow, Supervised Learning, Deep Learning, Random Forest Algorithm, Artificial Neural Networks, Regression Analysis, Performance Tuning",4.9,7300,Curated
Data Science,Assessment for Data Analysis and Visualization Foundations,IBM,Course,Beginner,1 - 4 Weeks,"Data Mining, Dashboard, Data Collection, Microsoft Excel, Data Quality, Data Cleansing, Data Analysis, Data Visualization Software, Spreadsheet Software, IBM Cognos Analytics, Exploratory Data Analysis, Pivot Tables And Charts, Data Wrangling",4.4,647,Curated
Information Technology,Google Data Analytics Capstone: Complete a Case Study,Google,Course,Beginner,1 - 4 Weeks,"Interviewing Skills, Data Analysis, Data Processing, Analytical Skills, Artificial Intelligence, Business Analytics, R Programming, Recruitment, Data-Driven Decision-Making, Data Storytelling, Project Documentation, Presentations, Portfolio Management",4.8,17000,Curated
Data Science,Data Balancing with Gen AI: Credit Card Fraud Detection,Coursera Project Network,Guided Project,Intermediate,Less Than 2 Hours,"Generative AI, Keras (Neural Network Library), Tensorflow, Deep Learning, Dimensionality Reduction, Exploratory Data Analysis, Applied Machine Learning, Anomaly Detection, Data Processing, Data Visualization, Data Synthesis, Machine Learning",3.2,10,Curated
Information Technology,Análisis de Datos de Google,Google,Professional Certificate,Beginner,3 - 6 Months,"Data Storytelling, Presentations, Rmarkdown, Data Presentation, Data Cleansing, Data Visualization, Ggplot2, Data Validation, Spreadsheet Software, Data Visualization Software, Data Ethics, Data Analysis, Data-Driven Decision-Making, Tableau Software, Data Processing, Dashboard, Business Analysis, Stakeholder Communications, Analytical Skills, Databases",4.8,12000,Curated
Data Science,Foundations of Business Intelligence,Google,Course,Advanced,1 - 4 Weeks,"Business Intelligence, Data Integration, Stakeholder Engagement, Dashboard, Data Modeling, Business Analytics, Real Time Data, Requirements Elicitation, Data Storytelling, Data Analysis, Business Metrics, Key Performance Indicators (KPIs), Data Pipelines, Project Implementation",4.8,1700,Curated
Business,ChatGPT for Beginners: Save time with Microsoft Excel,Coursera Project Network,Guided Project,Intermediate,Less Than 2 Hours,"Microsoft Excel, ChatGPT, Excel Formulas, Text Mining, Data Cleansing, Data Manipulation, Spreadsheet Software, Unstructured Data, Generative AI, Data Analysis, Natural Language Processing",4.7,2200,Curated
Information Technology,Turn Ethical Frameworks into Actionable Steps,CertNexus,Course,Beginner,1 - 3 Months,"Data Ethics, Business Ethics, Strategic Thinking, Ethical Standards And Conduct, Regulatory Compliance, Analytical Skills, Information Technology, Compliance Management, Decision Making, Conflict Management, Governance",3.7,28,Curated
Business,Finanzas Corporativas,Universidad Austral,Course,Beginner,1 - 4 Weeks,"Financial Statement Analysis, Financial Modeling, Corporate Finance, Risk Modeling, Financial Analysis, Income Statement, Balance Sheet, Capital Budgeting, Risk Analysis, Cash Flow Forecasting, Risk Management, Investment Management, Financial Forecasting, Business Valuation, Cost Management",4.6,33,Curated
Data Science,Visualizing Filters of a CNN using TensorFlow,Coursera Project Network,Guided Project,Intermediate,Less Than 2 Hours,"Tensorflow, Applied Machine Learning, Python Programming, Jupyter, Artificial Neural Networks, Deep Learning, Computer Vision, Scientific Visualization",4.5,179,Curated
Data Science,"Basic Data Descriptors, Statistical Distributions, and Application to Business Decisions",Rice University,Course,Mixed,1 - 4 Weeks,"Descriptive Statistics, Probability & Statistics, Probability Distribution, Business Analytics, Microsoft Excel, Data Analysis, Statistical Analysis, Box Plots, Sampling (Statistics), Correlation Analysis",4.7,2600,Curated
Business,Team Management for the 6 σ Black Belt,Kennesaw State University,Course,Mixed,1 - 4 Weeks,"Law, Regulation, and Compliance, Contract Review, Regulatory Compliance, Asset Protection, Decision Making, Analysis",5.0,17,Curated
Business,AI For Business,University of Pennsylvania,Specialization,Beginner,3 - 6 Months,"Generative AI, Data Ethics, HR Tech, Data Governance, Big Data, Machine Learning, Data Security, Governance, Business Strategy, Human Resources, Organizational Strategy, Credit Risk, Business Transformation, Risk Management, Tensorflow, Personalized Service, Digital Transformation, Data-Driven Decision-Making, Artificial Intelligence and Machine Learning (AI/ML), Artificial Intelligence",4.8,26000,Curated
Business,Data-Driven Decisions with Power BI,Knowledge Accelerators,Course,Beginner,1 - 3 Months,"Power BI, Dashboard, Data Import/Export, Data Transformation, Data Analysis, Microsoft Power Platform, Business Intelligence, Data Presentation, Data Modeling, Data Visualization Software, Business Intelligence Software, Interactive Data Visualization",4.5,185,Curated
Information Technology,"Decisions, Decisions: Dashboards and Reports",Google,Course,Advanced,1 - 3 Months,"Dashboard, Business Intelligence, Data Presentation, Data Visualization Software, Business Reporting, Scalability, Stakeholder Communications, Key Performance Indicators (KPIs), Performance Analysis, Presentations, Interviewing Skills",4.8,1000,Curated
Information Technology,Statistics for Genomic Data Science,Johns Hopkins University,Course,Mixed,1 - 4 Weeks,"Biostatistics, Bioinformatics, Exploratory Data Analysis, Statistical Analysis, Statistical Methods, Statistical Hypothesis Testing, Statistical Modeling, R Programming, Data Analysis, Statistical Inference, Regression Analysis, Scientific Methods, Data Pipelines, Data Transformation, Data Processing, Data Cleansing",4.7,290,Curated
Business,Fundamentos Estratégicos Empresariales,Universidad Nacional Autónoma de México,Specialization,Beginner,3 - 6 Months,"Business Planning, Strategic Marketing, ISO 9000 Series, Marketing, Quality Management, Organizational Strategy, Business Strategies, Governance, Financial Analysis, Marketing Planning, Corporate Strategy, Financial Statements, Quality Management Systems, Operations Management, Organizational Structure, Working Capital, Market Analysis, Market Research, Financial Controls, Production Management",4.6,496,Curated
Data Science,Pattern Discovery in Data Mining,University of Illinois Urbana-Champaign,Course,Mixed,1 - 3 Months,"Data Mining, Big Data, Anomaly Detection, Text Mining, Unstructured Data, Data Processing, Spatial Data Analysis, Exploratory Data Analysis, Advanced Analytics, Statistical Methods, Algorithms, Scalability, Information Privacy",4.7,66,Curated
Data Science,"Data Extract, Transform, and Load in Power BI",Microsoft,Course,Beginner,1 - 4 Weeks,"Extract, Transform, Load, Power BI, Data Transformation, Data Cleansing, Query Languages, Data Manipulation, Data Warehousing, Data Integration, Data Analysis Expressions (DAX), Data Validation, Data Import/Export, Data Quality",4.3,44,Curated
Computer Science,用 Python 做商管程式設計（一）(Programming for Business Computing in Python (1)),National Taiwan University,Course,Beginner,1 - 3 Months,"Information Systems, Information Management, Data Structures, Transportation Operations, Production Planning, Production Schedule, Operations Management, Business Operations, Inventory Control, Logistics, Algorithms, Computer Programming, Python Programming, Decision Making",4.9,880,Curated
Data Science,Machine Learning with Python,IBM,Course,Intermediate,1 - 3 Months,"Supervised Learning, Feature Engineering, Jupyter, Unsupervised Learning, Scikit Learn (Machine Learning Library), Machine Learning Algorithms, Python Programming, Applied Machine Learning, Statistical Machine Learning, Predictive Modeling, Machine Learning, Dimensionality Reduction, Classification And Regression Tree (CART), Matplotlib, Regression Analysis, Random Forest Algorithm, Statistical Modeling, Data Manipulation",4.7,17000,Curated
Data Science,Text Mining and Analytics,University of Illinois Urbana-Champaign,Course,Mixed,1 - 3 Months,"Text Mining, Data Mining, Unstructured Data, Statistical Analysis, Natural Language Processing, Analytics, Data Analysis, Statistical Modeling, Unsupervised Learning, Probability & Statistics, Predictive Modeling, Feature Engineering, Supervised Learning, Machine Learning Algorithms, Algorithms",4.7,296,Curated
Information Technology,Foundations of mining non-structured medical data,EIT Digital,Course,Beginner,1 - 3 Months,"Data Mining, Image Analysis, Unstructured Data, Big Data, Health Information Management and Medical Records, Health Care, Analytics, Data Ethics, Health Systems, Natural Language Processing, Medical Science and Research, Data Processing, Medical Terminology, Bioinformatics, Innovation, Interoperability",4.7,435,Curated
Computer Science,Introduction to Cybersecurity & Risk Management,"University of California, Irvine",Specialization,Beginner,1 - 3 Months,"Threat Modeling, Risk Management, Business Continuity Planning, Asset Protection, Risk Analysis, Business Risk Management, Risk Management Framework, Cyber Governance, Risk Mitigation, Vendor Management, Risk Modeling, Threat Management, Vulnerability Assessments, Security Management, Cyber Risk, Compliance Management, Cyber Security Policies, Cybersecurity, Security Awareness, Cyber Security Strategy",4.7,284,Curated
Business,Digital Business,Institut Mines-Télécom,Specialization,Beginner,3 - 6 Months,"Growth Strategies, Key Performance Indicators (KPIs), Digital Transformation, Performance Analysis, Business Metrics, Business Analysis, Competitive Analysis, Action Oriented, Analysis, Business Transformation, Digital Assets, Business Development, Business Valuation, Entrepreneurship, Technology Strategies, Business Technologies, E-Commerce, Emerging Technologies, Law, Regulation, and Compliance, Business Management",4.7,162,Curated
Computer Science,Relational Database Design,Illinois Tech,Course,Beginner,1 - 4 Weeks,"Database Design, Relational Databases, Database Theory, Data Modeling, Unified Modeling Language, Database Architecture and Administration, Databases, Data Integrity, Functional Requirement, Conceptual Design, Requirements Analysis",4.7,156,Curated
Data Science,Employee Attrition Prediction Using Machine Learning,Coursera Project Network,Guided Project,Beginner,Less Than 2 Hours,"Data Visualization, Feature Engineering, Data Cleansing, Predictive Modeling, Scikit Learn (Machine Learning Library), Data Analysis, Applied Machine Learning, Regression Analysis, Supervised Learning, Predictive Analytics, Machine Learning, Human Resources, Decision Tree Learning, Employee Retention",4.7,18,Curated
Computer Science,Unreal Engine 5 - Endless Runner,Packt,Course,Beginner,1 - 4 Weeks,"Virtual Environment, Augmented and Virtual Reality (AR/VR), User Interface (UI), Visualization (Computer Graphics), Computer Graphics, Usability, Human Computer Interaction, Debugging",4.7,2800,Curated
Business,The Principles of Real Estate,Keller Williams,Course,Beginner,1 - 3 Months,"Lead Generation, Real Estate, Real Estate Sales, Property and Real Estate, Customer Relationship Building, Database Management Systems, Sales Process, Sales Prospecting, Relationship Building, Prioritization, Goal Setting, Market Data, Market Analysis, Market Trend, Compensation Management",4.8,352,Curated
Data Science,Advanced Analytics with Power BI,Edureka,Course,Intermediate,1 - 3 Months,"Power BI, Data Analysis Expressions (DAX), Data Visualization Software, Data Storytelling, Dashboard, Data Transformation, Business Intelligence, Microsoft Power Platform, Microsoft Excel, Data Analysis Software, Data Modeling, Data Manipulation, Data Cleansing, Key Performance Indicators (KPIs)",4.6,240,Curated
Computer Science,Programmation pour tous (mise en route de Python),University of Michigan,Course,Mixed,1 - 3 Months,"Programming Principles, Computer Programming, Python Programming, Software Installation, Development Environment",4.7,380,Curated
Data Science,AI Infrastructure and Operations Fundamentals,NVIDIA,Course,Beginner,1 - 4 Weeks,"Artificial Intelligence and Machine Learning (AI/ML), Generative AI, MLOps (Machine Learning Operations), Artificial Intelligence, Cloud Computing, Cloud Infrastructure, Infrastructure Architecture, Data Infrastructure, IT Infrastructure, Information Technology Operations, Deep Learning, Network Infrastructure, Hardware Architecture, Data Centers, Software Architecture",4.6,313,Curated
Business,Digital Media and Marketing Strategies,University of Illinois Urbana-Champaign,Course,Beginner,1 - 4 Weeks,"Design Thinking, Human Centered Design, Innovation, Creative Thinking, Community Development, Resourcefulness, Social Justice, Systems Thinking, Diversity Awareness, Complex Problem Solving, Empowerment, Collaboration",4.8,2300,Curated
Computer Science,Cybersecurity Foundations,Infosec,Specialization,Beginner,1 - 3 Months,"Penetration Testing, Cyber Security Policies, Linux Commands, Cyber Security Assessment, Command-Line Interface, Cybersecurity, Cloud Computing, Linux, Risk Management Framework, Network Monitoring, Security Management, Operating Systems, Cyber Risk, Cloud Services, Cloud Platforms, General Networking, Windows PowerShell, Cyber Governance, Unix Commands, Cyber Security Strategy",4.7,593,Curated
Computer Science,Computer Networks and Network Security,IBM,Course,Intermediate,1 - 3 Months,"Networking Hardware, TCP/IP, Network Security, Network Protocols, Endpoint Detection and Response, Network Routing, Cybersecurity, Network Architecture, Local Area Networks, Dynamic Host Configuration Protocol (DHCP), Firewall, General Networking, Intrusion Detection and Prevention, Cyber Threat Intelligence, Computer Networking, Network Planning And Design, Wireless Networks, Security Information and Event Management (SIEM), Network Analysis, Data Loss Prevention",4.7,3300,Curated
Business,Mercados financieros,Yale University,Course,Beginner,1 - 3 Months,"Investment Banking, Risk Management, Financial Market, Portfolio Management, Business Ethics, Investments, Finance, Behavioral Economics, Capital Markets, Business Valuation, Financial Policy, Banking, Financial Regulation, Securities (Finance), Leadership Studies, Non-Profit Accounting, Public Administration, Insurance, Economics, Mortgage Loans",4.7,176,Curated
Business,L’IA pour tous,DeepLearning.AI,Course,Beginner,1 - 4 Weeks,"Business Strategies, Business Strategy, Artificial Intelligence, Artificial Intelligence and Machine Learning (AI/ML), Data Ethics, Technology Strategies, Artificial Neural Networks, Data Science, Cross-Functional Collaboration, Deep Learning, Machine Learning",4.6,615,Curated
Computer Science,Software Defined Networking,The University of Chicago,Course,Mixed,1 - 3 Months,"Software-Defined Networking, Computer Networking, Virtualization, Network Architecture, Network Administration, Network Switches, Network Routing, Network Security, Wide Area Networks, Data Centers, Application Programming Interface (API), Scalability",4.8,62,Curated
Information Technology,Informed Clinical Decision Making using Deep Learning,University of Glasgow,Specialization,Intermediate,3 - 6 Months,"Deep Learning, Data Ethics, Clinical Data Management, Data Mining, Medical Records, Descriptive Analytics, Database Design, Electronic Medical Record, Electocardiography, Machine Learning, Health Care, Data Analysis, Patient Flow, Artificial Neural Networks, Predictive Analytics, Data Processing, Information Privacy, Classification And Regression Tree (CART), Applied Machine Learning, Image Analysis",4.6,244,Curated
Computer Science,Kali Linux,Board Infinity,Course,Intermediate,1 - 4 Weeks,"Vulnerability Assessments, Network Monitoring, Penetration Testing, Virtual Private Networks (VPN), Cyber Security Assessment, Linux Commands, Cybersecurity, Linux, Network Security, Intrusion Detection and Prevention, Software Installation, Network Analysis",4.2,165,Curated
Data Science,Applied Data Science with R,IBM,Specialization,Beginner,3 - 6 Months,"Data Storytelling, Interactive Data Visualization, Data Visualization Software, Shiny (R Package), Data Visualization, Data Wrangling, Dashboard, Exploratory Data Analysis, Statistical Visualization, Relational Databases, Data Analysis, Ggplot2, Database Design, Data Presentation, SQL, Plot (Graphics), Database Management, Data Manipulation, R Programming, Web Scraping",4.5,1200,Curated
Computer Science,Java Class Library,LearnQuest,Course,Intermediate,1 - 3 Months,"Java Programming, Object Oriented Programming (OOP), Application Frameworks, Debugging, Data Structures, File Management",5.0,6,Curated
Data Science,Google Data Analytics Capstone: Complete a Case Study,Google,Course,Beginner,1 - 4 Weeks,"Interviewing Skills, Data Analysis, Data Processing, Analytical Skills, Artificial Intelligence, Business Analytics, R Programming, Recruitment, Data-Driven Decision-Making, Data Storytelling, Project Documentation, Presentations, Portfolio Management",4.8,17000,Curated
Information Technology,Recommender Systems with Machine Learning,Packt,Course,Intermediate,1 - 3 Months,"Data Manipulation, Applied Machine Learning, Data Processing, Supervised Learning, Machine Learning, Machine Learning Algorithms, Unsupervised Learning, Taxonomy, Data Analysis, Python Programming, Artificial Intelligence",3.9,13,Curated
Business,Essentials of Corporate Finance,The University of Melbourne,Specialization,Intermediate,3 - 6 Months,"Financial Analysis, Financial Statement Analysis, Financial Statements, Corporate Finance, Financial Accounting, Accounting, Financial Systems, Financial Modeling, Investments, Capital Markets, Market Liquidity, Financial Management, Balance Sheet, Derivatives, Financial Market, Income Statement, Business Valuation, International Finance, Mergers & Acquisitions, Capital Budgeting",4.7,152,Curated
Information Technology,"Basic Data Descriptors, Statistical Distributions, and Application to Business Decisions",Rice University,Course,Mixed,1 - 4 Weeks,"Descriptive Statistics, Probability & Statistics, Probability Distribution, Business Analytics, Microsoft Excel, Data Analysis, Statistical Analysis, Box Plots, Sampling (Statistics), Correlation Analysis",4.7,2600,Curated
Business,Establishing Product-Market Fit,"University of Maryland, College Park",Course,Beginner,1 - 3 Months,"Active Listening, Conflict Management, Communication Strategies, Interpersonal Communications, Communication, Cooperation, Collaboration, Discussion Facilitation, Planning, Decision Making",4.6,400,Curated
Data Science,Researcher's guide to DNA sequencing data,Fred Hutchinson Cancer Center,Course,Intermediate,1 - 3 Months,"Bioinformatics, Data Collection, Life Sciences, Data Processing, Research, Science and Research, Exploratory Data Analysis, General Science and Research, Analysis, Research Methodologies, Research Design",4.2,147,Curated
Business,Logistics Excellence,Rutgers the State University of New Jersey,Course,Advanced,1 - 4 Weeks,"Marketing Communications, Integrated Marketing Communications, Advertising, Marketing, Marketing Planning, Brand Management, Brand Loyalty, Branding, Campaign Management, Marketing Strategy and Techniques, Media Planning, Brand Awareness, Promotional Strategies, Consumer Behaviour, Communication Strategies, Public Relations, Digital Marketing, Budgeting",4.8,755,Curated
Information Technology,Generative AI Engineering and Fine-Tuning Transformers,IBM,Course,Intermediate,1 - 4 Weeks,"Generative AI, PyTorch (Machine Learning Library), Natural Language Processing, Artificial Intelligence and Machine Learning (AI/ML), Deep Learning, Applied Machine Learning, Application Frameworks, Performance Tuning",4.6,998,Curated
Information Technology,Practicing for the SAS Programming Certification Exam,SAS,Course,Intermediate,1 - 4 Weeks,"SAS (Software), Data Analysis, Exploratory Data Analysis, Statistical Programming, Data Manipulation, Data Transformation, Data Import/Export",4.5,410,Curated
Data Science,ANOVA and Experimental Design,University of Colorado Boulder,Course,Intermediate,1 - 4 Weeks,"Statistical Hypothesis Testing, Experimentation, Research Design, Statistical Analysis, Data Ethics, Statistical Modeling, Data Science, A/B Testing, Data Analysis, Quantitative Research, Regression Analysis, Statistical Inference, Probability & Statistics",3.7,336,Curated
Data Science,Finalize a Data Science Project,CertNexus,Course,Intermediate,1 - 4 Weeks,"Applied Machine Learning, Machine Learning, Stakeholder Engagement, Machine Learning Algorithms, Presentations, Data Presentation, Stakeholder Communications, MLOps (Machine Learning Operations), Data Modeling, Web Applications, Project Closure, Solution Delivery, Data Pipelines, Automation",4.8,6,Curated
Data Science,Customer Service with Python:  Build a Chatbot using ChatGPT,Coursera Project Network,Guided Project,Intermediate,Less Than 2 Hours,"ChatGPT, OpenAI, Artificial Intelligence, Business Logic, Customer Service, Customer Inquiries, Application Programming Interface (API), Test Case, Python Programming, Development Environment, E-Commerce",4.3,304,Curated
Information Technology,Generative AI for Data Analysts,IBM,Specialization,Intermediate,1 - 3 Months,"Generative AI, ChatGPT, Data Storytelling, OpenAI, Analytics, Data Analysis, Dashboard, Data Ethics, Artificial Intelligence, IBM Cloud, Data Visualization Software, Artificial Intelligence and Machine Learning (AI/ML), SQL, Python Programming, Data Processing, Software Development Tools, Data Cleansing, Augmented and Virtual Reality (AR/VR), Image Analysis, Technical Communication",4.7,4500,Curated
Information Technology,Doing More with SAS Programming,SAS,Course,Intermediate,1 - 3 Months,"SAS (Software), Data Manipulation, Data Transformation, Data Processing, Data Integration, Statistical Programming, Data Analysis, Data Presentation, Debugging",4.7,282,Curated
